PSRTEST39	216.01	-1.4398	216.01	-1.4398	9e-06	0.001	1e-15	1e-18	51900	0.014	
PSRTEST40	203.07	-56.835	203.07	-56.835	9e-06	0.01	1e-08	1e-22	51900	0.92	
PSRTEST41	339.42	45.345	339.42	45.345	9e-06	0.01	1e-08	1e-21	51900	0.95	
PSRTEST42	91.645	81.33	91.645	81.33	9e-06	0.01	1e-08	1e-20	51900	0.032	
PSRTEST43	210.44	42.269	210.44	42.269	9e-06	0.01	1e-08	1e-19	51900	0.67	
PSRTEST44	328.3	-5.2051	328.3	-5.2051	9e-06	0.01	1e-08	1e-18	51900	0.24	
PSRTEST45	58.092	-16.903	58.092	-16.903	9e-06	0.01	1e-09	1e-22	51900	0.46	
PSRTEST46	274.15	-47.647	274.15	-47.647	9e-06	0.01	1e-09	1e-21	51900	0.42	
PSRTEST47	273.95	-63.563	273.95	-63.563	9e-06	0.01	1e-09	1e-20	51900	0.22	
PSRTEST48	162.08	-67.305	162.08	-67.305	9e-06	0.01	1e-09	1e-19	51900	0.62	
PSRTEST49	111.59	-65.895	111.59	-65.895	9e-06	0.01	1e-09	1e-18	51900	0.37	
PSRTEST50	293.08	11.902	293.08	11.902	9e-06	0.01	1e-10	1e-22	51900	0.42	
PSRTEST51	156.89	80.206	156.89	80.206	9e-06	0.01	1e-10	1e-21	51900	0.8	
PSRTEST52	308.57	-77.338	308.57	-77.338	9e-06	0.01	1e-10	1e-20	51900	0.63	
PSRTEST53	128.63	27.864	128.63	27.864	9e-06	0.01	1e-10	1e-19	51900	0.27	
PSRTEST54	47.582	87.1	47.582	87.1	9e-06	0.01	1e-10	1e-18	51900	0.21	
PSRTEST55	221.48	3.8137	221.48	3.8137	9e-06	0.01	1e-11	1e-22	51900	0.89	
PSRTEST56	226.21	13.953	226.21	13.953	9e-06	0.01	1e-11	1e-21	51900	0.49	
PSRTEST57	53.758	78.106	53.758	78.106	9e-06	0.01	1e-11	1e-20	51900	0.011	
PSRTEST58	133.56	-1.4723	133.56	-1.4723	9e-06	0.01	1e-11	1e-19	51900	0.55	
PSRTEST59	310.39	86.945	310.39	86.945	9e-06	0.01	1e-11	1e-18	51900	0.74	
PSRTEST60	262.46	-39.744	262.46	-39.744	9e-06	0.01	1e-12	1e-22	51900	0.0033	
PSRTEST61	316.56	-8.7728	316.56	-8.7728	9e-06	0.01	1e-12	1e-21	51900	0.22	
PSRTEST62	144.75	87.831	144.75	87.831	9e-06	0.01	1e-12	1e-20	51900	0.58	
PSRTEST63	260.46	21.611	260.46	21.611	9e-06	0.01	1e-12	1e-19	51900	0.085	
PSRTEST64	259.97	65.811	259.97	65.811	9e-06	0.01	1e-12	1e-18	51900	0.094	
PSRTEST65	23.828	12.997	23.828	12.997	9e-06	0.01	1e-13	1e-22	51900	0.69	
PSRTEST66	272.88	59.233	272.88	59.233	9e-06	0.01	1e-13	1e-21	51900	0.23	
PSRTEST67	36.882	-62.937	36.882	-62.937	9e-06	0.01	1e-13	1e-20	51900	0.72	
PSRTEST68	89.388	64.189	89.388	64.189	9e-06	0.01	1e-13	1e-19	51900	0.74	
PSRTEST69	149.4	71.048	149.4	71.048	9e-06	0.01	1e-13	1e-18	51900	0.89	
PSRTEST70	41.825	-17.542	41.825	-17.542	9e-06	0.01	1e-14	1e-22	51900	0.41	
PSRTEST71	342.61	24.236	342.61	24.236	9e-06	0.01	1e-14	1e-21	51900	0.12	
PSRTEST72	263.74	57.229	263.74	57.229	9e-06	0.01	1e-14	1e-20	51900	0.19	
PSRTEST73	336.9	-9.3518	336.9	-9.3518	9e-06	0.01	1e-14	1e-19	51900	0.067	
PSRTEST74	250.92	-75.446	250.92	-75.446	9e-06	0.01	1e-14	1e-18	51900	0.47	
PSRTEST75	238.09	77.219	238.09	77.219	9e-06	0.01	1e-15	1e-22	51900	0.63	
PSRTEST76	69.319	-18.371	69.319	-18.371	9e-06	0.01	1e-15	1e-21	51900	0.33	
PSRTEST77	250.29	21.252	250.29	21.252	9e-06	0.01	1e-15	1e-20	51900	0.36	
PSRTEST78	162.25	78.125	162.25	78.125	9e-06	0.01	1e-15	1e-19	51900	0.22	
PSRTEST79	186.37	9.2672	186.37	9.2672	9e-06	0.01	1e-15	1e-18	51900	0.5	
PSRTEST80	8.1756	10.694	8.1756	10.694	9e-06	0.1	1e-08	1e-22	51900	0.14	
PSRTEST81	207.17	31.337	207.17	31.337	9e-06	0.1	1e-08	1e-21	51900	0.14	
PSRTEST82	327.05	13.472	327.05	13.472	9e-06	0.1	1e-08	1e-20	51900	0.97	
PSRTEST83	218.43	60.836	218.43	60.836	9e-06	0.1	1e-08	1e-19	51900	0.2	
PSRTEST84	227.16	-21.259	227.16	-21.259	9e-06	0.1	1e-08	1e-18	51900	0.97	
PSRTEST85	149.93	49.017	149.93	49.017	9e-06	0.1	1e-09	1e-22	51900	0.083	
PSRTEST86	206.14	2.138	206.14	2.138	9e-06	0.1	1e-09	1e-21	51900	0.89	
PSRTEST87	193.84	-42.852	193.84	-42.852	9e-06	0.1	1e-09	1e-20	51900	0.34	
PSRTEST88	288.55	55.656	288.55	55.656	9e-06	0.1	1e-09	1e-19	51900	0.73	
PSRTEST89	329.77	-34.062	329.77	-34.062	9e-06	0.1	1e-09	1e-18	51900	0.34	
PSRTEST90	259.46	-20.644	259.46	-20.644	9e-06	0.1	1e-10	1e-22	51900	0.12	
PSRTEST91	131.84	52.795	131.84	52.795	9e-06	0.1	1e-10	1e-21	51900	0.66	
PSRTEST92	237.15	39.118	237.15	39.118	9e-06	0.1	1e-10	1e-20	51900	0.65	
PSRTEST93	238.39	1.9587	238.39	1.9587	9e-06	0.1	1e-10	1e-19	51900	0.11	
PSRTEST94	179.64	-7.0901	179.64	-7.0901	9e-06	0.1	1e-10	1e-18	51900	0.91	
PSRTEST95	27.568	-59.133	27.568	-59.133	9e-06	0.1	1e-11	1e-22	51900	0.29	
PSRTEST96	39.126	31.964	39.126	31.964	9e-06	0.1	1e-11	1e-21	51900	0.58	
PSRTEST97	242.67	-71.893	242.67	-71.893	9e-06	0.1	1e-11	1e-20	51900	0.055	
PSRTEST98	64.604	45.896	64.604	45.896	9e-06	0.1	1e-11	1e-19	51900	0.43	
PSRTEST99	8.7198	84.118	8.7198	84.118	9e-06	0.1	1e-11	1e-18	51900	0.91	
PSRTEST100	227.2	52.224	227.2	52.224	9e-06	0.1	1e-12	1e-22	51900	0.79	
PSRTEST101	297.02	85.322	297.02	85.322	9e-06	0.1	1e-12	1e-21	51900	0.92	
PSRTEST102	164.31	-59.107	164.31	-59.107	9e-06	0.1	1e-12	1e-20	51900	0.12	
PSRTEST103	247.48	-34.347	247.48	-34.347	9e-06	0.1	1e-12	1e-19	51900	0.92	
PSRTEST104	107.57	83.305	107.57	83.305	9e-06	0.1	1e-12	1e-18	51900	0.95	
PSRTEST105	188.58	36.473	188.58	36.473	9e-06	0.1	1e-13	1e-22	51900	0.68	
PSRTEST106	236.49	-86.96	236.49	-86.96	9e-06	0.1	1e-13	1e-21	51900	0.6	
PSRTEST107	42.746	-63.342	42.746	-63.342	9e-06	0.1	1e-13	1e-20	51900	0.2	
PSRTEST108	323.3	-88.17	323.3	-88.17	9e-06	0.1	1e-13	1e-19	51900	0.35	
PSRTEST109	10.293	49.164	10.293	49.164	9e-06	0.1	1e-13	1e-18	51900	0.71	
PSRTEST110	266.49	-40.482	266.49	-40.482	9e-06	0.1	1e-14	1e-22	51900	0.9	
PSRTEST111	167.73	78.655	167.73	78.655	9e-06	0.1	1e-14	1e-21	51900	0.7	
PSRTEST112	9.2983	80.642	9.2983	80.642	9e-06	0.1	1e-14	1e-20	51900	0.12	
PSRTEST113	276.73	-13.18	276.73	-13.18	9e-06	0.1	1e-14	1e-19	51900	0.18	
PSRTEST114	346.13	-87.063	346.13	-87.063	9e-06	0.1	1e-14	1e-18	51900	0.92	
PSRTEST115	337.78	17.786	337.78	17.786	9e-06	0.1	1e-15	1e-22	51900	0.32	
PSRTEST116	13.874	64.451	13.874	64.451	9e-06	0.1	1e-15	1e-21	51900	0.41	
PSRTEST117	17.732	85.547	17.732	85.547	9e-06	0.1	1e-15	1e-20	51900	0.2	
PSRTEST118	26.683	-33.868	26.683	-33.868	9e-06	0.1	1e-15	1e-19	51900	0.97	
PSRTEST119	213.6	28.635	213.6	28.635	9e-06   0.1	1e-15	1e-18	51900	0.39	




